perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_10692	Omnia Golden Citrine	Bulgari	2020.0		Alberto Morillas	{'Citrus': '58', 'Sweet': '37', 'Woody': '14', 'Fruity': '28', 'Fresh': '38', 'Creamy': '34', 'Floral': '51'}	{'Feminine': '66', 'Classic': '20', 'Modern': '35'}	{'Winter': '7', 'Fall': '18', 'Summer': '66', 'Spring': '60'}	{'Daily': '59', 'Sport': '21', 'Leisure': '60', 'Night Out': '13', 'Business': '56', 'Evening': '12'}	Ylang-ylang, Mandarin orange, Benzoin	Ylang-ylang, Mandarin orange, Benzoin	Ylang-ylang, Mandarin orange, Benzoin		https://media.parfumo.com/perfume_social/01/01dca2-omnia-golden-citrine-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/omnia-golden-citrine
P_10695	Rose Absolue	Goutal	1984.0			{'Spicy': '9', 'Sweet': '16', 'Powdery': '6', 'Woody': '6', 'Green': '9', 'Fruity': '6', 'Fresh': '23', 'Floral': '50'}	{'Masculine': '6', 'Feminine': '46', 'Classic': '21', 'Modern': '11'}	{'Winter': '14', 'Fall': '23', 'Summer': '38', 'Spring': '42'}	{'Daily': '36', 'Leisure': '30', 'Night Out': '24', 'Business': '28', 'Evening': '23'}	Damask rose, Bulgarian rose, Turkish rose	Egyptian rose, Moroccan rose, May rose	Tobacco		https://media.parfumo.com/perfume_social/64/64fd34-rose-absolue-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Rose_Absolue
P_10696	Le Gemme - Calaluna	Bulgari	2014.0		Daniela Andrier	{'Spicy': '17', 'Sweet': '27', 'Powdery': '53', 'Woody': '28', 'Fresh': '12', 'Creamy': '35', 'Floral': '46'}	{'Masculine': '10', 'Feminine': '59', 'Classic': '28', 'Modern': '25'}	{'Winter': '35', 'Fall': '45', 'Summer': '39', 'Spring': '51'}	{'Daily': '47', 'Leisure': '48', 'Night Out': '35', 'Business': '50', 'Evening': '39'}	White iris, Sandalwood, Heliotrope	White iris, Sandalwood, Heliotrope	White iris, Sandalwood, Heliotrope		https://media.parfumo.com/perfume_social/27/27e6e2-le-gemme-calaluna-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme_Calaluna
P_10697	Hypnôse Eau Légère	Lancome	2007.0		Annick Ménardo,Thierry Wasser	{'Synthetic': '2', 'Sweet': '6', 'Powdery': '4', 'Woody': '3', 'Gourmand': '4', 'Fruity': '3', 'Fresh': '5', 'Floral': '5'}	{'Feminine': '8', 'Classic': '4', 'Modern': '6'}	{'Winter': '2', 'Fall': '5', 'Summer': '4', 'Spring': '6'}	{'Daily': '5', 'Leisure': '6', 'Night Out': '5', 'Business': '2', 'Evening': '5'}	Citrus notes, Guava	Vanilla, Passion flower	Vetiver		https://media.parfumo.com/perfume_social/10/10541e-hypnose-eau-legere-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Hypnse_Eau_Legere
P_10699	Eau de Camille	Goutal	1983.0			{'Citrus': '10', 'Spicy': '8', 'Sweet': '11', 'Powdery': '10', 'Green': '46', 'Fresh': '37', 'Floral': '43'}	{'Masculine': '11', 'Feminine': '46', 'Classic': '18', 'Modern': '20'}	{'Winter': '7', 'Fall': '16', 'Summer': '40', 'Spring': '46'}	{'Daily': '42', 'Sport': '13', 'Leisure': '44', 'Night Out': '9', 'Business': '34', 'Evening': '14'}	Honeysuckle, Grass, Ivy, Lilac, Privet	Honeysuckle, Grass, Ivy, Lilac, Privet	Honeysuckle, Grass, Ivy, Lilac, Privet		https://media.parfumo.com/perfume_social/b9/b94dbe-eau-de-camille-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Eau_de_Camille
P_10700	Le Gemme - Veridia	Bulgari	2018.0		Alberto Morillas	{'Spicy': '26', 'Sweet': '45', 'Smoky': '10', 'Powdery': '13', 'Woody': '19', 'Resinous': '30', 'Green': '23', 'Gourmand': '16', 'Creamy': '16'}	{'Masculine': '20', 'Feminine': '54', 'Classic': '24', 'Modern': '25'}	{'Winter': '39', 'Fall': '45', 'Summer': '15', 'Spring': '36'}	{'Daily': '26', 'Leisure': '35', 'Night Out': '40', 'Business': '30', 'Evening': '39'}	Bourbon vanilla, Galbanum, Frankincense resin, Patchouli	Bourbon vanilla, Galbanum, Frankincense resin, Patchouli	Bourbon vanilla, Galbanum, Frankincense resin, Patchouli		https://media.parfumo.com/perfume_social/0a/0a520e-le-gemme-veridia-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme__Veridia
P_10701	Absolue - Rose On The Moon	Lancome	2024.0		Fabrice Pellegrin	{'Sweet': '6', 'Woody': '8', 'Fresh': '5', 'Creamy': '6', 'Floral': '11'}	{'Masculine': '6', 'Feminine': '12', 'Modern': '8'}	{'Winter': '8', 'Fall': '9', 'Summer': '9', 'Spring': '9'}	{'Daily': '8', 'Leisure': '8', 'Night Out': '6', 'Business': '7', 'Evening': '7'}	Frankincense, May rose, Sandalwood, Vanilla	Frankincense, May rose, Sandalwood, Vanilla	Frankincense, May rose, Sandalwood, Vanilla		https://media.parfumo.com/perfume_social/a0/a07b74-absolue-rose-on-the-moon-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-rose-on-the-moon
P_10703	Heure Exquise	Goutal	1984.0			{'Spicy': '17', 'Sweet': '11', 'Powdery': '27', 'Woody': '24', 'Green': '17', 'Fresh': '9', 'Chypre': '10', 'Floral': '41'}	{'Masculine': '7', 'Feminine': '39', 'Classic': '22', 'Modern': '14'}	{'Winter': '22', 'Fall': '34', 'Summer': '21', 'Spring': '33'}	{'Daily': '29', 'Leisure': '24', 'Night Out': '23', 'Business': '23', 'Evening': '28'}	Bergamot	Turkish rose, Florentine iris, Hyacinth	Sandalwood, Vetiver		https://media.parfumo.com/perfume_social/ec/ec15ae-heure-exquise-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Heure_Exquise
P_10704	Splendida - Rose Rose	Bulgari	2017.0		Sophie Labbé	{'Sweet': '22', 'Powdery': '12', 'Woody': '15', 'Green': '8', 'Fruity': '17', 'Fresh': '30', 'Creamy': '10', 'Floral': '43'}	{'Feminine': '43', 'Classic': '20', 'Modern': '18'}	{'Winter': '11', 'Fall': '24', 'Summer': '36', 'Spring': '41'}	{'Daily': '40', 'Leisure': '38', 'Night Out': '18', 'Business': '31', 'Evening': '15'}	Mandarin orange, Mulberry	Damask rose, Rose absolute	Musk, Gaiac wood, Patchouli, Sandalwood, Vetiver		https://media.parfumo.com/perfume_social/57/577f9b-splendida-rose-rose-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Splendida__Rose_Rose
P_10705	Hypnôse Elixir Envoûtant	Lancome	2008.0			{'Citrus': '4', 'Spicy': '2', 'Sweet': '7', 'Powdery': '7', 'Oriental': '7', 'Woody': '6', 'Gourmand': '5', 'Creamy': '2', 'Floral': '6'}	{'Feminine': '11', 'Classic': '2', 'Modern': '3'}	{'Winter': '10', 'Fall': '11', 'Spring': '4'}	{'Daily': '4', 'Leisure': '2', 'Night Out': '8', 'Business': '3', 'Evening': '8'}	Amber, Jasmine sambac	Sweet notes, White blossoms	Vanilla, Vetiver, Woody notes		https://media.parfumo.com/perfume_social/8f/8f0d9f-hypnose-elixir-envoutant-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Hypnse_Elixir_Envotant
P_10708	Le Gemme - Ashlemah	Bulgari	2014.0		Daniela Andrier,Givaudan	{'Spicy': '22', 'Sweet': '27', 'Powdery': '52', 'Creamy': '17', 'Floral': '55'}	{'Masculine': '12', 'Feminine': '58', 'Classic': '29', 'Modern': '24'}	{'Winter': '34', 'Fall': '45', 'Summer': '39', 'Spring': '54'}	{'Daily': '44', 'Leisure': '45', 'Night Out': '36', 'Business': '44', 'Evening': '40'}	Lavender, Orris absolute, Musk	Lavender, Orris absolute, Musk	Lavender, Orris absolute, Musk		https://media.parfumo.com/perfume_social/65/6568da-le-gemme-ashlemah-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme_Ashlemah
P_10709	Peut-Être	Lancome	2008.0		Nathalie Lorson	{'Sweet': '7', 'Powdery': '7', 'Woody': '4', 'Fresh': '3', 'Floral': '7'}	{'Masculine': '2', 'Feminine': '9', 'Classic': '2', 'Modern': '3'}	{'Winter': '4', 'Fall': '6', 'Summer': '7', 'Spring': '8'}	{'Daily': '8', 'Leisure': '8', 'Night Out': '2', 'Business': '7', 'Evening': '4'}	Jasmine, Lilac, Mock-orange	Bulgarian rose, Iris	Almond, Amber, Musk, Vanilla		https://media.parfumo.com/perfume_social/92/92163a-peut-etre-2008-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Peuttre_2008
P_10712	Eau Parfumée au Thé Noir	Bulgari	2015.0		Jacques Cavallier-Belletrud	{'Spicy': '44', 'Sweet': '13', 'Smoky': '32', 'Oriental': '24', 'Leathery': '17', 'Woody': '49', 'Resinous': '14', 'Earthy': '13', 'Floral': '45', 'Animal': '14'}	{'Masculine': '49', 'Feminine': '52', 'Classic': '28', 'Modern': '18'}	{'Winter': '44', 'Fall': '55', 'Summer': '17', 'Spring': '37'}	{'Daily': '31', 'Leisure': '42', 'Night Out': '41', 'Business': '29', 'Evening': '53'}	Rose absolute, Bergamot	Black tea, Magnolia	Oud, Patchouli		https://media.parfumo.com/perfume_social/9c/9c95d0-eau-parfumee-au-the-noir-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Eau_Parfumee_au_The_Noir
P_10713	Absolue - Storm & Roses	Lancome	2024.0		Fanny Bal	{'Spicy': '3', 'Green': '11', 'Fruity': '4', 'Fresh': '10', 'Earthy': '6', 'Floral': '13', 'Aquatic': '3'}	{'Masculine': '3', 'Feminine': '12', 'Classic': '1', 'Modern': '7'}	{'Winter': '3', 'Fall': '7', 'Summer': '11', 'Spring': '12'}	{'Daily': '11', 'Sport': '2', 'Leisure': '11', 'Night Out': '3', 'Business': '9', 'Evening': '3'}	May rose, French blackcurrant bud absolute, Patchouli, Rain accord	May rose, French blackcurrant bud absolute, Patchouli, Rain accord	May rose, French blackcurrant bud absolute, Patchouli, Rain accord		https://media.parfumo.com/perfume_social/f6/f65aa6-absolue-storm-roses-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-storm-roses
P_10716	Blv Notte	Bulgari	2004.0		Alberto Morillas	{'Spicy': '35', 'Sweet': '18', 'Powdery': '44', 'Woody': '20', 'Gourmand': '29', 'Fruity': '12', 'Fresh': '27', 'Floral': '33'}	{'Masculine': '10', 'Feminine': '57', 'Classic': '15', 'Modern': '23'}	{'Winter': '40', 'Fall': '48', 'Summer': '31', 'Spring': '42'}	{'Daily': '41', 'Leisure': '39', 'Night Out': '37', 'Business': '33', 'Evening': '40'}	Galangal, Bergamot, Mandarin orange	Acacia, Vodka, Iris, Tobacco flower	Dark chocolate, Ginger, Amber		https://media.parfumo.com/perfume_social/58/582a46-blv-notte-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Blv_Notte
P_10717	Climat	Lancome	2005.0			{'Spicy': '7', 'Woody': '4', 'Green': '5', 'Fresh': '4', 'Creamy': '2', 'Chypre': '7', 'Floral': '9'}	{'Masculine': '3', 'Feminine': '10', 'Classic': '6'}	{'Winter': '3', 'Fall': '7', 'Summer': '7', 'Spring': '8'}	{'Daily': '7', 'Leisure': '7', 'Night Out': '3', 'Business': '8', 'Evening': '4'}	Floral notes, Aldehydes	Ylang-ylang, Narcissus, Jasmine, Rose	Cistus, Sandalwood, Vanilla, Vetiver		https://media.parfumo.com/perfume_social/64/647960-climat-2005-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Climat_2005
P_10720	Le Gemme - Nylaia	Bulgari	2018.0		Alberto Morillas	{'Spicy': '17', 'Sweet': '12', 'Powdery': '52', 'Woody': '17', 'Creamy': '28', 'Floral': '53'}	{'Masculine': '11', 'Feminine': '56', 'Classic': '25', 'Modern': '22'}	{'Winter': '27', 'Fall': '49', 'Summer': '34', 'Spring': '50'}	{'Daily': '41', 'Leisure': '46', 'Night Out': '38', 'Business': '47', 'Evening': '38'}	Blue iris, Benzoin, Jasmine sambac, White musk, Ambergris	Blue iris, Benzoin, Jasmine sambac, White musk, Ambergris	Blue iris, Benzoin, Jasmine sambac, White musk, Ambergris		https://media.parfumo.com/perfume_social/8b/8b4f66-le-gemme-nylaia-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme__Nylaia
P_10721	Ô de Lancôme Intense	Lancome	1986.0			{'Citrus': '5', 'Spicy': '9', 'Sweet': '4', 'Powdery': '4', 'Woody': '9', 'Green': '6', 'Fruity': '7', 'Fresh': '4', 'Chypre': '9', 'Floral': '10', 'Animal': '4'}	{'Masculine': '5', 'Feminine': '13', 'Classic': '6', 'Modern': '3'}	{'Winter': '9', 'Fall': '11', 'Summer': '6', 'Spring': '9'}	{'Daily': '6', 'Leisure': '9', 'Night Out': '10', 'Business': '7', 'Evening': '11'}	Apricot, Bergamot, Galbanum, Green notes, Hyacinth, Peach	Rose, Carnation, Jasmine, Lily of the valley, Orris root, Tuberose, Ylang-ylang	Amber, Cedarwood, Moss, Musk, Tonka bean		https://media.parfumo.com/perfume_social/c4/c42341-o-de-lancome-intense-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/O_Intense
P_10723	Folding Money	Demeter	2023.0	Cologne		{'Synthetic': '1'}	{'Masculine': '1', 'Classic': '1', 'Modern': '1'}	{'Winter': '1', 'Fall': '1', 'Spring': '1'}	{'Daily': '1', 'Leisure': '1', 'Night Out': '1', 'Business': '1', 'Evening': '1'}	Bank note	Bank note	Bank note		https://media.parfumo.com/perfume_social/5d/5d8258_folding-money-cologne-demeter-fragrance-library-the-library-of-fragrance_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/folding-money-cologne
P_10724	Omnia Pink Sapphire	Bulgari	2018.0		Alberto Morillas	{'Citrus': '20', 'Synthetic': '21', 'Sweet': '33', 'Fruity': '42', 'Fresh': '30', 'Creamy': '10', 'Floral': '43'}	{'Feminine': '49', 'Classic': '10', 'Modern': '29'}	{'Fall': '12', 'Summer': '44', 'Spring': '45'}	{'Daily': '43', 'Leisure': '44', 'Night Out': '11', 'Business': '35', 'Evening': '12'}	Pink grapefruit, Pink pepper	Frangipani, Tiaré	White musk, Vanilla		https://media.parfumo.com/perfume_social/17/17c79d-omnia-pink-sapphire-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Omnia_Pink_Sapphire
P_10725	Absolue Forbidden Rose	Lancome	2025.0			{'Sweet': '6', 'Woody': '4', 'Green': '10', 'Fruity': '8', 'Fresh': '2', 'Creamy': '3', 'Floral': '12'}	{'Masculine': '2', 'Feminine': '10', 'Classic': '3', 'Modern': '6'}	{'Winter': '7', 'Fall': '9', 'Summer': '9', 'Spring': '11'}	{'Daily': '8', 'Leisure': '7', 'Night Out': '6', 'Business': '7', 'Evening': '6'}	Fig jam, Fig, Musk, Rosa centifolia	Fig jam, Fig, Musk, Rosa centifolia	Fig jam, Fig, Musk, Rosa centifolia		https://media.parfumo.com/perfume_social/9f/9ff134_absolue-forbidden-rose-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-forbidden-rose
P_10728	Le Gemme - Falkar	Bulgari	2019.0		Jacques Cavallier-Belletrud	{'Spicy': '19', 'Smoky': '20', 'Oriental': '13', 'Leathery': '29', 'Woody': '30', 'Resinous': '11', 'Earthy': '8', 'Animal': '21'}	{'Masculine': '35', 'Feminine': '5', 'Classic': '17', 'Modern': '9'}	{'Winter': '31', 'Fall': '30', 'Spring': '9'}	{'Leisure': '16', 'Night Out': '30', 'Business': '6', 'Evening': '27'}	Bangladeshian oud, Black musk, Leather, Saffron	Bangladeshian oud, Black musk, Leather, Saffron	Bangladeshian oud, Black musk, Leather, Saffron		https://media.parfumo.com/perfume_social/fd/fd5c07-le-gemme-falkar-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme__Falkar
P_10729	Absolue - Not Your Rose	Lancome	2024.0		Caroline Dumur	{'Synthetic': '4', 'Fresh': '6', 'Earthy': '2', 'Floral': '8', 'Aquatic': '7'}	{'Masculine': '3', 'Feminine': '9', 'Classic': '1', 'Modern': '6'}	{'Winter': '4', 'Fall': '6', 'Summer': '8', 'Spring': '8'}	{'Daily': '6', 'Leisure': '7', 'Night Out': '4', 'Business': '6', 'Evening': '5'}	Aquatic notes, Ice accord, May rose, Moss, Musk	Aquatic notes, Ice accord, May rose, Moss, Musk	Aquatic notes, Ice accord, May rose, Moss, Musk		https://media.parfumo.com/perfume_social/f6/f6e10e-absolue-not-your-rose-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-not-your-rose
P_10731	Sweet Tea	Demeter		Cologne		{'Citrus': '1', 'Spicy': '2', 'Sweet': '2', 'Green': '2', 'Gourmand': '1', 'Fresh': '1'}	{'Feminine': '1', 'Classic': '1', 'Modern': '1'}	{'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Leisure': '1', 'Night Out': '1', 'Business': '1', 'Evening': '1'}	Lemon, Sugar, Tea	Lemon, Sugar, Tea	Lemon, Sugar, Tea		https://media.parfumo.com/perfume_social/6e/6e7f45-sweet-tea-demeter-fragrance-library-the-library-of-fragrance_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/sweet-tea-cologne
P_10732	Splendida - Jasmin Noir	Bulgari	2017.0		Sophie Labbé	{'Spicy': '16', 'Sweet': '30', 'Powdery': '9', 'Oriental': '30', 'Woody': '23', 'Creamy': '20', 'Floral': '50'}	{'Masculine': '4', 'Feminine': '52', 'Classic': '25', 'Modern': '15'}	{'Winter': '34', 'Fall': '43', 'Summer': '11', 'Spring': '23'}	{'Daily': '13', 'Leisure': '28', 'Night Out': '41', 'Business': '12', 'Evening': '45'}	Gardenia, Plant juice	Jasmine sambac absolute, Almond	Cashmere wood, Patchouli, Tonka bean		https://media.parfumo.com/perfume_social/d8/d8859c-splendida-jasmin-noir-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Splendida__Jasmin_Noir
P_10733	Absolue - Hell Of A Rose	Lancome	2024.0		Nathalie Lorson	{'Spicy': '2', 'Sweet': '3', 'Leathery': '2', 'Woody': '7', 'Fruity': '2', 'Creamy': '1', 'Floral': '7'}	{'Masculine': '2', 'Feminine': '7', 'Classic': '1', 'Modern': '5'}	{'Winter': '4', 'Fall': '8', 'Summer': '5', 'Spring': '6'}	{'Daily': '4', 'Leisure': '7', 'Night Out': '5', 'Business': '5', 'Evening': '6'}	Ambrette seed absolute, Damask rose, Grapefruit, May rose, Vetiver, Woody notes	Ambrette seed absolute, Damask rose, Grapefruit, May rose, Vetiver, Woody notes	Ambrette seed absolute, Damask rose, Grapefruit, May rose, Vetiver, Woody notes		https://media.parfumo.com/perfume_social/0e/0e7910-absolue-hell-of-a-rose-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-hell-of-a-rose
P_10735	PB & J	Demeter	2020.0	Cologne		{'Spicy': '1', 'Synthetic': '1', 'Sweet': '1', 'Gourmand': '1', 'Fruity': '1'}	{'Feminine': '1', 'Classic': '1', 'Modern': '1'}	{'Winter': '1', 'Fall': '1', 'Spring': '1'}	{'Daily': '1', 'Leisure': '1', 'Night Out': '1', 'Business': '1', 'Evening': '1'}	Peanut butter, Grape jelly	Peanut butter, Grape jelly	Peanut butter, Grape jelly		https://media.parfumo.com/perfume_social/48/48cd82_pb-j-demeter-fragrance-library-the-library-of-fragrance_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/pb-j-cologne
P_10736	Eau Parfumée au Thé Vert Extrême	Bulgari	1996.0		Jean-Claude Ellena	{'Citrus': '37', 'Spicy': '32', 'Green': '56', 'Fruity': '14', 'Fresh': '58', 'Floral': '28'}	{'Masculine': '44', 'Feminine': '59', 'Classic': '20', 'Modern': '25'}	{'Winter': '9', 'Fall': '17', 'Summer': '54', 'Spring': '57'}	{'Daily': '54', 'Sport': '30', 'Leisure': '52', 'Night Out': '12', 'Business': '51', 'Evening': '13'}	Orange blossom, Bergamot, Coriander, Pepper	Jasmine, Cardamom, Rose	Green tea		https://media.parfumo.com/perfume_social/b2/b28cca-eau-parfumee-au-the-vert-extreme-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Eau_Parfumee_au_The_Vert_Extreme
P_10737	La Vie est Belle L'Éveil	Lancome	2022.0			{'Sweet': '8', 'Powdery': '7', 'Gourmand': '4', 'Fruity': '6', 'Creamy': '2', 'Floral': '9'}	{'Feminine': '9', 'Classic': '3', 'Modern': '6'}	{'Winter': '7', 'Fall': '8', 'Summer': '1', 'Spring': '5'}	{'Daily': '7', 'Leisure': '7', 'Night Out': '7', 'Business': '7', 'Evening': '6'}	Gourmand notes, Iris pallida concrete	Orange blossom absolute, Jasmine sambac absolute	Vanilla, Patchouli		https://media.parfumo.com/perfume_social/db/db718c-la-vie-est-belle-l-eveil-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/la-vie-est-belle-l-eveil
P_10740	Bvlgari Man In Black Parfum	Bulgari	2024.0		Alberto Morillas	{'Spicy': '19', 'Sweet': '12', 'Smoky': '5', 'Powdery': '5', 'Oriental': '12', 'Leathery': '10', 'Woody': '15', 'Resinous': '15', 'Floral': '5'}	{'Masculine': '23', 'Feminine': '2', 'Classic': '11', 'Modern': '7'}	{'Winter': '20', 'Fall': '22', 'Summer': '5', 'Spring': '8'}	{'Daily': '7', 'Leisure': '11', 'Night Out': '21', 'Business': '10', 'Evening': '23'}	Philippine elemi, Black pepper, Cinnamon, Cardamom	Iris, Tuberose absolute	Benzoin, Cypriol, Patchouli		https://media.parfumo.com/perfume_social/53/539447-bvlgari-man-in-black-parfum-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/bvlgari-man-in-black-parfum
P_10741	Climat	Lancome	1967.0	Eau de Parfum	Gerard Goupy	{'Spicy': '5', 'Powdery': '3', 'Woody': '2', 'Green': '4', 'Fresh': '2', 'Chypre': '3', 'Floral': '5', 'Animal': '3'}	{'Masculine': '4', 'Feminine': '7', 'Classic': '6', 'Modern': '2'}	{'Winter': '4', 'Fall': '5', 'Summer': '5', 'Spring': '6'}	{'Daily': '3', 'Leisure': '4', 'Night Out': '4', 'Business': '3', 'Evening': '6'}	Lily of the valley, Jasmine, Narcissus, Bergamot, Peach, Violet, Rose	Aldehydes, Tuberose, Rosemary	Sandalwood, Civet, Tonka bean, Amber, Bamboo, Musk, Vetiver		https://media.parfumo.com/perfume_social/a6/a69a94-climat-1967-eau-de-parfum-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Climat_Eau_de_Parfum
P_10743	Churros	Demeter	2019.0	Cologne		{'Spicy': '1', 'Sweet': '1', 'Gourmand': '1'}	{'Masculine': '1', 'Feminine': '2', 'Classic': '2', 'Modern': '1'}	{'Winter': '1', 'Fall': '1'}	{'Daily': '1', 'Leisure': '1', 'Night Out': '1', 'Business': '1', 'Evening': '1'}	Cinnamon, Fried dough, Sugar	Cinnamon, Fried dough, Sugar	Cinnamon, Fried dough, Sugar		https://media.parfumo.com/perfume_social/68/68eb69-churros-demeter-fragrance-library-the-library-of-fragrance_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/churros-cologne
