perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_10646	Eau de Charlotte	Goutal	1982.0			{'Spicy': '23', 'Sweet': '30', 'Powdery': '49', 'Green': '30', 'Gourmand': '27', 'Fruity': '31', 'Fresh': '30', 'Creamy': '15', 'Floral': '72'}	{'Masculine': '7', 'Feminine': '82', 'Classic': '28', 'Modern': '31'}	{'Winter': '24', 'Fall': '52', 'Summer': '60', 'Spring': '75'}	{'Daily': '70', 'Leisure': '67', 'Night Out': '24', 'Business': '60', 'Evening': '30'}	Blackcurrant bud	Grasse mimosa absolute, Indian mimosa absolute, Moroccan mimosa absolute, Jasmine	Cocoa, Amber, Tonka bean, Vanilla		https://media.parfumo.com/perfume_social/f0/f07511-eau-de-charlotte-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Eau_de_Charlotte
P_10647	Le Gemme - Onekh	Bulgari	2016.0		Jacques Cavallier-Belletrud	{'Spicy': '35', 'Smoky': '36', 'Oriental': '30', 'Leathery': '44', 'Woody': '43', 'Resinous': '40'}	{'Masculine': '52', 'Feminine': '23', 'Classic': '26', 'Modern': '15'}	{'Winter': '53', 'Fall': '50', 'Spring': '23'}	{'Daily': '12', 'Leisure': '32', 'Night Out': '45', 'Business': '14', 'Evening': '46'}	Laotian oud, Labdanum, Resins	Laotian oud, Labdanum, Resins	Laotian oud, Labdanum, Resins		https://media.parfumo.com/perfume_social/f8/f84fc4-le-gemme-onekh-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Le_Gemme__Onekh
P_10649	Aroma Blue	Lancome	2010.0		Céline Barel	{'Citrus': '5', 'Synthetic': '6', 'Woody': '7', 'Fruity': '8', 'Fresh': '20', 'Floral': '11', 'Aquatic': '18'}	{'Masculine': '2', 'Feminine': '19', 'Classic': '3', 'Modern': '12'}	{'Summer': '19', 'Spring': '14'}	{'Daily': '17', 'Sport': '15', 'Leisure': '18', 'Business': '13'}	Mandarin orange, Ginger	Peony, Osmanthus	Cedar, White musk		https://media.parfumo.com/perfume_social/ef/ef7578-aroma-blue-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Aroma_Blue
P_10650	L'Île au Thé	Goutal	2015.0	Eau de Toilette	Isabelle Doyen	{'Citrus': '58', 'Spicy': '22', 'Sweet': '12', 'Green': '35', 'Fruity': '21', 'Fresh': '58', 'Floral': '32'}	{'Masculine': '41', 'Feminine': '63', 'Classic': '19', 'Modern': '23'}	{'Fall': '17', 'Summer': '57', 'Spring': '54'}	{'Daily': '55', 'Sport': '31', 'Leisure': '60', 'Night Out': '12', 'Business': '51', 'Evening': '16'}	Mandarin orange, Bergamot	Osmanthus absolute	Tea absolute, Maté, Virginia cedar, White musk		https://media.parfumo.com/perfume_social/6a/6aef75-l-ile-au-the-eau-de-toilette-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/L_Ile_au_The
P_10651	Le Gemme - Orom	Bulgari	2022.0		Sophie Labbé	{'Spicy': '36', 'Sweet': '42', 'Smoky': '22', 'Oriental': '19', 'Leathery': '31', 'Woody': '44', 'Resinous': '29', 'Creamy': '15'}	{'Masculine': '49', 'Feminine': '21', 'Classic': '17', 'Modern': '20'}	{'Winter': '50', 'Fall': '46', 'Spring': '19'}	{'Daily': '12', 'Leisure': '28', 'Night Out': '42', 'Business': '15', 'Evening': '44'}	Bourbon vanilla absolute, Siam benzoin, Australian sandalwood, Blond suede, Assam oud, Virginia cedar	Bourbon vanilla absolute, Siam benzoin, Australian sandalwood, Blond suede, Assam oud, Virginia cedar	Bourbon vanilla absolute, Siam benzoin, Australian sandalwood, Blond suede, Assam oud, Virginia cedar		https://media.parfumo.com/perfume_social/1a/1ac0c0-le-gemme-orom-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/le-gemme-orom
P_10652	34 Boulevard Saint Germain	Diptyque	2011.0	Parfum Solide	Olivier Pescheux	{'Spicy': '4', 'Powdery': '1', 'Oriental': '3', 'Woody': '1', 'Resinous': '1', 'Floral': '1'}	{'Masculine': '4', 'Feminine': '3', 'Classic': '5', 'Modern': '2'}	{'Winter': '4', 'Fall': '4'}	{'Daily': '3', 'Leisure': '4', 'Night Out': '3', 'Business': '2', 'Evening': '4'}	Amber, Cinnamon, Patchouli, Blackcurrant bud, Rose	Amber, Cinnamon, Patchouli, Blackcurrant bud, Rose	Amber, Cinnamon, Patchouli, Blackcurrant bud, Rose		https://media.parfumo.com/perfume_social/ab/ab429c_34-boulevard-saint-germain-parfum-solide-diptyque_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Diptyque/34-boulevard-saint-germain-parfum-solide
P_10653	Absolue - Rose Or Die	Lancome	2024.0		Frank Voelkl	{'Citrus': '6', 'Spicy': '4', 'Woody': '9', 'Green': '9', 'Fresh': '13', 'Floral': '17'}	{'Masculine': '3', 'Feminine': '16', 'Classic': '4', 'Modern': '8'}	{'Winter': '3', 'Fall': '11', 'Summer': '13', 'Spring': '14'}	{'Daily': '11', 'Sport': '2', 'Leisure': '12', 'Night Out': '6', 'Business': '9', 'Evening': '5'}	Black tea, Gaiac wood, May rose, Peony	Black tea, Gaiac wood, May rose, Peony	Black tea, Gaiac wood, May rose, Peony		https://media.parfumo.com/perfume_social/74/74d2a9-absolue-rose-or-die-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-rose-or-die
P_10654	Rose Pompon	Goutal	2016.0	Eau de Toilette	Camille Goutal,Philippine Courtière	{'Synthetic': '10', 'Sweet': '26', 'Green': '13', 'Fruity': '54', 'Fresh': '41', 'Floral': '69'}	{'Feminine': '69', 'Classic': '18', 'Modern': '38'}	{'Winter': '8', 'Fall': '23', 'Summer': '59', 'Spring': '67'}	{'Daily': '58', 'Sport': '10', 'Leisure': '61', 'Night Out': '19', 'Business': '50', 'Evening': '16'}	Blackcurrant, Raspberry, Pink pepper	Peony, Bulgarian rose, Rosa centifolia, Taif rose	White musk, Cedar, Indonesian patchouli		https://media.parfumo.com/perfume_social/b1/b1fdba-rose-pompon-eau-de-toilette-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Rose_Pompon
P_10655	Blv pour Homme	Bulgari	2001.0	Eau de Toilette	Alberto Morillas	{'Citrus': '11', 'Spicy': '38', 'Synthetic': '12', 'Sweet': '17', 'Powdery': '19', 'Woody': '29', 'Fresh': '49', 'Floral': '12', 'Aquatic': '15'}	{'Masculine': '57', 'Feminine': '10', 'Classic': '19', 'Modern': '24'}	{'Winter': '15', 'Fall': '40', 'Summer': '49', 'Spring': '51'}	{'Daily': '46', 'Sport': '19', 'Leisure': '39', 'Night Out': '16', 'Business': '41', 'Evening': '21'}	Cardamom, Sandalwood	Ginger, Juniper berry, Galangal	Tobacco flower, Teakwood, Gingko		https://media.parfumo.com/perfume_social/6d/6dc184-blv-pour-homme-eau-de-toilette-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Blv_pour_Homme_Eau_de_Toilette
P_10657	Absolue - Le Parfum	Lancome	2024.0		Aliénor Massenet,Karoline Vieth	{'Powdery': '7', 'Green': '17', 'Fresh': '17', 'Creamy': '11', 'Floral': '20'}	{'Masculine': '2', 'Feminine': '20', 'Classic': '7', 'Modern': '10'}	{'Winter': '3', 'Fall': '13', 'Summer': '18', 'Spring': '20'}	{'Daily': '18', 'Sport': '3', 'Leisure': '17', 'Night Out': '9', 'Business': '16', 'Evening': '9'}	Musk, White tea, May rose, Jasmine	Musk, White tea, May rose, Jasmine	Musk, White tea, May rose, Jasmine		https://media.parfumo.com/perfume_social/0d/0d4338-absolue-le-parfum-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-le-parfum
P_10658	Nuit Etoilée	Goutal	2013.0	Eau de Parfum	Camille Goutal,Isabelle Doyen	{'Citrus': '37', 'Spicy': '41', 'Sweet': '19', 'Woody': '38', 'Resinous': '15', 'Green': '44', 'Fresh': '42', 'Floral': '13'}	{'Masculine': '44', 'Feminine': '58', 'Classic': '25', 'Modern': '25'}	{'Winter': '32', 'Fall': '40', 'Summer': '43', 'Spring': '46'}	{'Daily': '48', 'Sport': '10', 'Leisure': '56', 'Night Out': '18', 'Business': '43', 'Evening': '35'}	Peppermint, Angelica seed, Orange	Caraway, Egyptian jasmine, Mastic	Fir balsam, Immortelle, Siberian stone pine, Tonka bean		https://media.parfumo.com/perfume_social/90/90083d-nuit-etoilee-eau-de-parfum-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Nuit_Etoilee_Eau_de_Parfum
P_10659	Blv	Bulgari	2000.0		Alberto Morillas	{'Citrus': '12', 'Spicy': '25', 'Sweet': '15', 'Powdery': '44', 'Woody': '26', 'Fresh': '44', 'Floral': '47', 'Aquatic': '12'}	{'Masculine': '18', 'Feminine': '63', 'Classic': '24', 'Modern': '20'}	{'Winter': '31', 'Fall': '40', 'Summer': '39', 'Spring': '55'}	{'Daily': '53', 'Sport': '12', 'Leisure': '48', 'Night Out': '26', 'Business': '53', 'Evening': '36'}	Flax blossom, Ginger	Acacia, Wisteria	Musk, Sandalwood, Vanilla		https://media.parfumo.com/perfume_social/30/30475e-blv-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Blv
P_10661	Aroma Fit	Lancome	2001.0		Annick Ménardo	{'Citrus': '12', 'Spicy': '3', 'Sweet': '3', 'Fruity': '11', 'Fresh': '13', 'Floral': '3'}	{'Masculine': '3', 'Feminine': '15', 'Classic': '7', 'Modern': '9'}	{'Fall': '3', 'Summer': '14', 'Spring': '10'}	{'Daily': '11', 'Sport': '13', 'Leisure': '14', 'Business': '8', 'Evening': '3'}	Mandarin orange, Orange, Carrot, Coffee	Mandarin orange, Orange, Carrot, Coffee	Mandarin orange, Orange, Carrot, Coffee		https://media.parfumo.com/perfume_social/02/020a4a-aroma-fit-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Aroma_Fit
P_10663	Splendida - Tubereuse Mystique	Bulgari	2019.0		Sophie Labbé	{'Spicy': '13', 'Sweet': '60', 'Oriental': '33', 'Fruity': '21', 'Creamy': '36', 'Floral': '71'}	{'Feminine': '74', 'Classic': '29', 'Modern': '21'}	{'Winter': '56', 'Fall': '65', 'Summer': '16', 'Spring': '40'}	{'Daily': '19', 'Leisure': '38', 'Night Out': '58', 'Business': '19', 'Evening': '61'}	Blackcurrant bud absolute, Davana	Tuberose absolute	Vanilla absolute, Myrrh		https://media.parfumo.com/perfume_social/63/631b5f-splendida-tubereuse-mystique-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Splendida__Tubereuse_Mystique
P_10664	Philosykos	Diptyque		Huile Parfum	Olivia Giacobetti	{'Spicy': '1', 'Sweet': '1', 'Woody': '3', 'Green': '4', 'Gourmand': '1', 'Fruity': '2', 'Fresh': '4', 'Creamy': '1', 'Floral': '3'}	{'Masculine': '4', 'Feminine': '4', 'Classic': '3', 'Modern': '3'}	{'Winter': '1', 'Fall': '1', 'Summer': '4', 'Spring': '4'}	{'Daily': '4', 'Sport': '2', 'Leisure': '3', 'Night Out': '1', 'Business': '3', 'Evening': '2'}	Fig, Fig leaf, Fig wood, Black pepper	Fig, Fig leaf, Fig wood, Black pepper	Fig, Fig leaf, Fig wood, Black pepper		https://media.parfumo.com/perfume_social/f0/f0aa94-philosykos-huile-parfum-diptyque_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Diptyque/Philosykos_Huile_Parfum
P_10665	Absolue - 6AM Rose	Lancome	2024.0		Fanny Bal,Dominique Ropion	{'Sweet': '7', 'Green': '9', 'Fresh': '14', 'Creamy': '4', 'Floral': '16'}	{'Feminine': '14', 'Classic': '7', 'Modern': '8'}	{'Winter': '5', 'Fall': '8', 'Summer': '15', 'Spring': '15'}	{'Daily': '12', 'Leisure': '11', 'Night Out': '6', 'Business': '11', 'Evening': '6'}	May rose, Dew drop, Lily of the valley, French jasmine	May rose, Dew drop, Lily of the valley, French jasmine	May rose, Dew drop, Lily of the valley, French jasmine		https://media.parfumo.com/perfume_social/80/808950-absolue-6am-rose-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-6am-rose
P_10666	Quel Amour!	Goutal	2002.0		Camille Goutal,Isabelle Doyen	{'Sweet': '31', 'Powdery': '18', 'Fruity': '54', 'Fresh': '24', 'Floral': '58'}	{'Feminine': '58', 'Classic': '16', 'Modern': '23'}	{'Winter': '10', 'Fall': '22', 'Summer': '47', 'Spring': '54'}	{'Daily': '49', 'Leisure': '44', 'Night Out': '23', 'Business': '32', 'Evening': '19'}	Geranium, Red currant, Pomegranate, Ambergris, Cranberry, Peach, Sour cherry	Geranium, Red currant, Pomegranate, Ambergris, Cranberry, Peach, Sour cherry	Geranium, Red currant, Pomegranate, Ambergris, Cranberry, Peach, Sour cherry		https://media.parfumo.com/perfume_social/da/dad50f-quel-amour-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Quel_Amour
P_10668	Eau Particulière	Diptyque	2011.0		Olivier Pescheux	{'Citrus': '1', 'Powdery': '3', 'Woody': '3', 'Green': '3', 'Fresh': '3', 'Floral': '3'}	{'Masculine': '4', 'Feminine': '4', 'Classic': '3', 'Modern': '2'}	{'Winter': '1', 'Fall': '1', 'Summer': '3', 'Spring': '3'}	{'Daily': '3', 'Sport': '1', 'Leisure': '3', 'Business': '3', 'Evening': '1'}	Italian bergamot, Italian mandarin orange, Nana mint, Italian lemon petitgrain	Turkish rose absolute, Barrême lavender, Egyptian geranium, Tunisian neroli	Cedar, Indonesian patchouli, Nirvanolide®, Serenolide, Sylkolide™, Siam benzoin		https://media.parfumo.com/perfume_social/cd/cd1639-eau-particuliere-diptyque_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Diptyque/Eau_Particuliere
P_10669	Absolue - 1001 Roses	Lancome	2024.0		Louise Turner	{'Spicy': '6', 'Sweet': '8', 'Green': '9', 'Fresh': '15', 'Creamy': '3', 'Floral': '17'}	{'Masculine': '2', 'Feminine': '16', 'Classic': '3', 'Modern': '8'}	{'Winter': '2', 'Fall': '11', 'Summer': '14', 'Spring': '15'}	{'Daily': '14', 'Leisure': '13', 'Night Out': '8', 'Business': '11', 'Evening': '7'}	Damask rose, Musk, May rose	Damask rose, Musk, May rose	Damask rose, Musk, May rose		https://media.parfumo.com/perfume_social/a3/a3358d-absolue-1001-roses-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-1001-roses
P_10670	Les Absolus d'Annick Goutal - Vanille Charnelle	Goutal	2015.0		Camille Goutal,Isabelle Doyen	{'Spicy': '28', 'Sweet': '38', 'Smoky': '11', 'Powdery': '18', 'Oriental': '9', 'Woody': '8', 'Gourmand': '33', 'Creamy': '16', 'Floral': '8'}	{'Masculine': '18', 'Feminine': '46', 'Classic': '15', 'Modern': '15'}	{'Winter': '40', 'Fall': '41', 'Summer': '10', 'Spring': '28'}	{'Daily': '33', 'Leisure': '34', 'Night Out': '36', 'Business': '23', 'Evening': '34'}	Vanilla absolute, Tonka bean, Ylang-ylang, Pepper	Vanilla absolute, Tonka bean, Ylang-ylang, Pepper	Vanilla absolute, Tonka bean, Ylang-ylang, Pepper		https://media.parfumo.com/perfume_social/df/dfaaa8-les-absolus-d-annick-goutal-vanille-charnelle-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Les_Absolus_d_Annick_Goutal__Vanille_Charnelle
P_10671	Bvlgari pour Homme	Bulgari	2024.0	Eau de Parfum	Jacques Cavallier-Belletrud	{'Citrus': '31', 'Spicy': '27', 'Woody': '36', 'Green': '33', 'Fresh': '42'}	{'Masculine': '46', 'Feminine': '10', 'Classic': '22', 'Modern': '27'}	{'Winter': '10', 'Fall': '31', 'Summer': '44', 'Spring': '48'}	{'Daily': '44', 'Sport': '22', 'Leisure': '44', 'Night Out': '13', 'Business': '42', 'Evening': '18'}	Ginger, Darjeeling tea	Ceylon tea, Gaiac wood	Ambrette seed absolute, Musk		https://media.parfumo.com/perfume_social/4f/4f242a-bvlgari-pour-homme-eau-de-parfum-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/bvlgari-pour-homme-eau-de-parfum
P_10673	Miracle Homme L'Aquatonic	Lancome	2003.0		Francis Kurkdjian	{'Citrus': '11', 'Spicy': '8', 'Woody': '8', 'Green': '13', 'Fruity': '6', 'Fresh': '13', 'Fougère': '7'}	{'Masculine': '13', 'Feminine': '4', 'Classic': '4', 'Modern': '7'}	{'Fall': '2', 'Summer': '11', 'Spring': '11'}	{'Daily': '12', 'Sport': '5', 'Leisure': '11', 'Business': '4', 'Evening': '2'}	Fern, Citrus notes	Coriander, Orange leaf, Rhubarb leaf, Cedar	Rosewood, Vetiver, Gaiac wood		https://media.parfumo.com/perfume_social/75/751660-miracle-homme-l-aquatonic-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Miracle_Homme_L_Aquatonic
P_10674	Rose Splendide	Goutal	2010.0		Isabelle Doyen	{'Sweet': '19', 'Powdery': '17', 'Green': '32', 'Fruity': '36', 'Fresh': '44', 'Floral': '64'}	{'Feminine': '63', 'Classic': '21', 'Modern': '30'}	{'Winter': '9', 'Fall': '22', 'Summer': '55', 'Spring': '58'}	{'Daily': '56', 'Leisure': '58', 'Night Out': '23', 'Business': '52', 'Evening': '24'}	Magnolia, Galbanum, Hyacinth	Rose, Pear, Lily of the valley	Musk, Vanilla		https://media.parfumo.com/perfume_social/35/358acf-rose-splendide-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Rose_Splendide
P_10675	Goldea The Roman Night	Bulgari	2017.0		Alberto Morillas	{'Spicy': '17', 'Sweet': '49', 'Powdery': '15', 'Oriental': '20', 'Fruity': '29', 'Creamy': '28', 'Floral': '60'}	{'Feminine': '65', 'Classic': '29', 'Modern': '24'}	{'Winter': '49', 'Fall': '57', 'Summer': '22', 'Spring': '32'}	{'Daily': '28', 'Leisure': '35', 'Night Out': '47', 'Business': '21', 'Evening': '54'}	Mulberry, Black peony	Tuberose absolute, Night-blooming jasmine	Black musk, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/e0/e091ef-goldea-the-roman-night-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Goldea_The_Roman_Night
P_10676	Eau Capitale	Diptyque		Parfum Cheveux	Olivier Pescheux	{'Woody': '1', 'Earthy': '1', 'Floral': '2'}	{'Feminine': '1', 'Classic': '1'}	{'Spring': '1'}	{'Daily': '1', 'Leisure': '1', 'Evening': '1'}	Rose, Patchouli, Bergamot, Moss, Pink pepper	Rose, Patchouli, Bergamot, Moss, Pink pepper	Rose, Patchouli, Bergamot, Moss, Pink pepper		https://media.parfumo.com/perfume_social/06/067ad2-eau-capitale-parfum-cheveux-diptyque_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Diptyque/eau-capitale-parfum-cheveux
P_10677	Balafre Brun	Lancome	1974.0	Eau de Toilette		{'Citrus': '9', 'Spicy': '17', 'Smoky': '6', 'Leathery': '9', 'Woody': '18', 'Resinous': '6', 'Green': '13', 'Fougère': '7', 'Earthy': '14', 'Chypre': '9', 'Animal': '9'}	{'Masculine': '22', 'Classic': '17', 'Modern': '4'}	{'Winter': '16', 'Fall': '18', 'Summer': '8', 'Spring': '17'}	{'Daily': '17', 'Leisure': '12', 'Night Out': '10', 'Business': '15', 'Evening': '14'}	Cedarwood, Leather, Oakmoss, Amber, Chamomile, Musk, Neroli, Oregano, Pine, Vetiver, Cypress, Fern, Geranium, Carnation, Clary sage, Green notes, Lavender, Bergamot	Cedarwood, Leather, Oakmoss, Amber, Chamomile, Musk, Neroli, Oregano, Pine, Vetiver, Cypress, Fern, Geranium, Carnation, Clary sage, Green notes, Lavender, Bergamot	Cedarwood, Leather, Oakmoss, Amber, Chamomile, Musk, Neroli, Oregano, Pine, Vetiver, Cypress, Fern, Geranium, Carnation, Clary sage, Green notes, Lavender, Bergamot		https://media.parfumo.com/perfume_social/73/73a2bf-balafre-brun-eau-de-toilette-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Balafre_Brun_Eau_de_Toilette
P_10678	Ambre Sauvage Absolu	Goutal	2015.0		Camille Goutal,Isabelle Doyen	{'Spicy': '47', 'Sweet': '23', 'Smoky': '26', 'Powdery': '16', 'Oriental': '29', 'Woody': '22', 'Resinous': '36', 'Earthy': '12'}	{'Masculine': '50', 'Feminine': '45', 'Classic': '25', 'Modern': '12'}	{'Winter': '51', 'Fall': '47', 'Summer': '9', 'Spring': '20'}	{'Daily': '24', 'Leisure': '36', 'Night Out': '46', 'Business': '19', 'Evening': '48'}	Pink pepper, Lavender	Vanilla, Iris	Patchouli, Styrax, Labdanum, Papyrus		https://media.parfumo.com/perfume_social/c9/c9ae13-ambre-sauvage-absolu-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/ambre-sauvage-absolu
P_10682	Eau de Monsieur	Goutal	2013.0		Isabelle Doyen	{'Citrus': '55', 'Spicy': '31', 'Woody': '23', 'Green': '28', 'Fruity': '10', 'Fresh': '50', 'Chypre': '16'}	{'Masculine': '56', 'Feminine': '20', 'Classic': '25', 'Modern': '11'}	{'Winter': '11', 'Fall': '25', 'Summer': '53', 'Spring': '51'}	{'Daily': '51', 'Sport': '17', 'Leisure': '45', 'Night Out': '16', 'Business': '43', 'Evening': '18'}	Bergamot, Mandarin orange	Juniper berry, Cedar, Geranium, Mint	Sandalwood, Vetiver, Patchouli		https://media.parfumo.com/perfume_social/73/732260-eau-de-monsieur-2013-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Eau_de_Monsieur_2013
P_10683	Fleur de Peau	Diptyque	2025.0	Parfum Solide		{'Powdery': '2', 'Woody': '2', 'Fresh': '2', 'Creamy': '1', 'Floral': '2'}	{'Feminine': '2', 'Classic': '1', 'Modern': '1'}	{'Winter': '2', 'Fall': '1', 'Spring': '2'}	{'Daily': '2', 'Leisure': '1', 'Night Out': '1', 'Business': '2', 'Evening': '2'}	Ambrette seed, Iris, Pink pepper, White musk	Ambrette seed, Iris, Pink pepper, White musk	Ambrette seed, Iris, Pink pepper, White musk		https://media.parfumo.com/perfume_social/e6/e67f50_fleur-de-peau-parfum-solide-diptyque_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Diptyque/fleur-de-peau-parfum-solide
P_10684	Splendida - Magnolia Sensuel	Bulgari	2018.0		Jacques Cavallier-Belletrud	{'Citrus': '12', 'Sweet': '32', 'Powdery': '17', 'Woody': '20', 'Fruity': '27', 'Fresh': '15', 'Creamy': '41', 'Floral': '66'}	{'Feminine': '66', 'Classic': '35', 'Modern': '30'}	{'Winter': '33', 'Fall': '47', 'Summer': '28', 'Spring': '53'}	{'Daily': '42', 'Leisure': '56', 'Night Out': '38', 'Business': '45', 'Evening': '41'}	Mandarin orange, Neroli	Magnolia, Jasmine, Orange blossom	Musk, Tahitian vanilla, Indian patchouli		https://media.parfumo.com/perfume_social/4d/4db846-splendida-magnolia-sensuel-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Splendida__Magnolia_Sensuel
P_10685	Aroma Calm	Lancome	2000.0		Alain Astori	{'Spicy': '5', 'Sweet': '5', 'Powdery': '8', 'Oriental': '4', 'Woody': '7', 'Floral': '8'}	{'Masculine': '3', 'Feminine': '12', 'Classic': '6', 'Modern': '5'}	{'Winter': '9', 'Fall': '11', 'Summer': '9', 'Spring': '8'}	{'Daily': '7', 'Sport': '3', 'Leisure': '7', 'Night Out': '3', 'Business': '4', 'Evening': '8'}	Iris, Cedarwood, Frankincense, Nutmeg, Rose, Sandalwood	Iris, Cedarwood, Frankincense, Nutmeg, Rose, Sandalwood	Iris, Cedarwood, Frankincense, Nutmeg, Rose, Sandalwood		https://media.parfumo.com/perfume_social/2c/2ca9ef-aroma-calm-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/Aroma_Calm
P_10686	Mon Parfum Chéri par Camille	Goutal	2011.0	Eau de Parfum	Isabelle Doyen	{'Spicy': '26', 'Sweet': '14', 'Powdery': '30', 'Oriental': '16', 'Woody': '11', 'Fruity': '29', 'Earthy': '34', 'Floral': '28'}	{'Masculine': '19', 'Feminine': '49', 'Classic': '22', 'Modern': '11'}	{'Winter': '33', 'Fall': '42', 'Summer': '9', 'Spring': '18'}	{'Daily': '20', 'Leisure': '22', 'Night Out': '34', 'Business': '14', 'Evening': '35'}	Indonesian patchouli, Heliotrope, Iris, Plum, Violet	Indonesian patchouli, Heliotrope, Iris, Plum, Violet	Indonesian patchouli, Heliotrope, Iris, Plum, Violet		https://media.parfumo.com/perfume_social/3f/3fe54f-mon-parfum-cheri-par-camille-eau-de-parfum-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Mon_Parfum_Cheri_par_Camille_Eau_de_Parfum
P_10688	Bvlgari Man Black Cologne	Bulgari	2016.0		Alberto Morillas	{'Citrus': '30', 'Spicy': '37', 'Synthetic': '20', 'Sweet': '22', 'Woody': '22', 'Fresh': '36', 'Floral': '14'}	{'Masculine': '49', 'Feminine': '4', 'Classic': '11', 'Modern': '29'}	{'Winter': '9', 'Fall': '38', 'Summer': '31', 'Spring': '44'}	{'Daily': '38', 'Leisure': '38', 'Night Out': '18', 'Business': '37', 'Evening': '27'}	Rum, Citrus notes	Tuberose, Neroli	Sandalwood, Benzoin		https://media.parfumo.com/perfume_social/2f/2f72f0-bvlgari-man-black-cologne-bvlgari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bvlgari/Bvlgari_Man_Black_Cologne
P_10689	Absolue - Oud Bouquet	Lancome	2024.0		Fabrice Pellegrin	{'Spicy': '3', 'Sweet': '7', 'Smoky': '2', 'Oriental': '6', 'Woody': '3', 'Gourmand': '2', 'Floral': '5'}	{'Masculine': '2', 'Feminine': '5', 'Classic': '2', 'Modern': '3'}	{'Winter': '8', 'Fall': '8', 'Summer': '3', 'Spring': '4'}	{'Daily': '5', 'Leisure': '6', 'Night Out': '6', 'Business': '4', 'Evening': '7'}	May rose, Oud, Praliné	May rose, Oud, Praliné	May rose, Oud, Praliné		https://media.parfumo.com/perfume_social/65/657443-absolue-oud-bouquet-lancome_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Lancome/absolue-oud-bouquet
P_10690	Les Colognes - Vétiver	Goutal	2013.0		Isabelle Doyen	{'Citrus': '34', 'Spicy': '25', 'Woody': '21', 'Green': '37', 'Fresh': '45', 'Earthy': '14'}	{'Masculine': '55', 'Feminine': '39', 'Classic': '22', 'Modern': '19'}	{'Winter': '11', 'Fall': '24', 'Summer': '50', 'Spring': '51'}	{'Daily': '51', 'Sport': '15', 'Leisure': '53', 'Night Out': '11', 'Business': '46', 'Evening': '17'}	Lemon	Vetiver	Rosemary, Iris, Sage		https://media.parfumo.com/perfume_social/0d/0dec6b-les-colognes-vetiver-goutal_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/goutal/Les_Colognes_Vetiver
